ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
,2025-09-19,47.29,48.48,39.14,39.72,10.69,29.03,271.56,145339.93,641047.063
,2025-09-22,36.97,37.27,33.59,33.74,39.72,-5.979999999999997,-15.06,86688.64,312097.659
,2025-09-23,33.35,34.97,32.36,32.69,33.74,-1.0500000000000045,-3.11,57500.0,197308.697
,2025-09-24,33.04,34.3,32.38,33.19,32.69,0.5,1.53,39160.85,132663.128
,2025-09-25,33.0,33.54,32.37,32.44,33.19,-0.75,-2.26,35548.89,118812.424
,2025-09-26,32.44,34.91,32.43,33.34,32.44,0.9000000000000057,2.77,50039.06,171930.63
,2025-09-29,33.34,33.34,31.4,31.82,33.34,-1.5200000000000031,-4.56,36618.75,119059.924
,2025-09-30,31.97,32.0,31.19,31.25,31.82,-0.5700000000000003,-1.79,26701.62,85650.07
,2025-10-09,31.52,31.74,31.06,31.68,31.25,0.4299999999999997,1.38,17695.47,56645.152
,2025-10-10,31.38,31.66,31.14,31.38,31.68,-0.3000000000000007,-0.95,12350.28,39480.562
,2025-10-13,30.4,30.76,30.2,30.5,31.38,-0.879999999999999,-2.8,14774.13,45933.096
,2025-10-14,30.67,31.07,30.46,30.55,30.5,0.0500000000000007,0.16,11581.13,36305.353
,2025-10-15,30.98,31.05,30.43,31.02,30.55,0.4699999999999988,1.54,8202.41,25715.485
,2025-10-16,31.07,31.24,30.71,30.89,31.02,-0.129999999999999,-0.42,7957.08,25145.209
,2025-10-17,31.19,33.93,31.19,31.62,30.89,0.7300000000000004,2.36,44086.32,146264.014
,2025-10-20,31.39,32.02,30.63,31.03,31.62,-0.5899999999999999,-1.87,23194.26,73321.643
,2025-10-21,30.99,31.67,30.75,31.47,31.03,0.4399999999999977,1.42,16374.26,52184.423
,2025-10-22,31.38,32.31,31.02,31.73,31.47,0.2600000000000015,0.83,18071.36,58400.996
,2025-10-23,31.57,32.52,31.04,32.46,31.73,0.7300000000000004,2.3,23633.48,76706.833
,2025-10-24,32.46,32.64,31.76,31.76,32.46,-0.6999999999999993,-2.16,19698.04,64599.732
,2025-10-27,31.64,31.82,31.38,31.42,31.76,-0.3399999999999998,-1.07,12228.16,39275.608
,2025-10-28,31.38,31.56,30.71,30.75,31.42,-0.6700000000000017,-2.13,13937.43,44097.545
,2025-10-29,30.98,32.17,30.41,32.05,30.75,1.2999999999999972,4.23,19826.08,63240.968
,2025-10-30,32.17,34.68,32.17,32.43,32.05,0.3800000000000025,1.19,42882.65,146201.324
,2025-10-31,32.25,33.55,31.95,33.4,32.43,0.9699999999999988,2.99,26057.9,87360.082
,2025-11-03,33.14,33.7,32.75,33.25,33.4,-0.1499999999999985,-0.45,15336.23,52081.414
,2025-11-04,33.25,33.47,32.35,32.73,33.25,-0.5200000000000031,-1.56,15825.08,52739.062
,2025-11-05,32.44,33.03,32.36,32.8,32.73,0.0700000000000002,0.21,11741.55,39060.239
,2025-11-06,32.69,32.82,32.37,32.37,32.8,-0.4299999999999997,-1.31,8489.55,28178.161
,2025-11-07,32.37,32.46,31.76,31.76,32.37,-0.6099999999999959,-1.88,11614.35,37983.643
,2025-11-10,32.13,32.82,31.68,32.76,31.76,0.9999999999999964,3.15,14658.22,48289.201
,2025-11-11,32.81,33.24,32.19,33.03,32.76,0.2700000000000031,0.82,14457.21,48243.432
,2025-11-12,33.05,33.05,32.36,32.38,33.03,-0.6499999999999986,-1.97,10679.08,35612.999
,2025-11-13,32.46,32.68,31.95,32.07,32.38,-0.3100000000000023,-0.96,10965.33,36084.265
,2025-11-14,32.17,32.95,31.9,32.25,32.07,0.1799999999999997,0.56,13110.63,43498.792
,2025-11-17,32.17,32.3,31.07,31.26,32.25,-0.9899999999999984,-3.07,13045.04,41926.389
,2025-11-18,31.34,31.34,30.53,30.59,31.26,-0.6700000000000017,-2.14,9330.56,29235.042
,2025-11-19,30.41,30.8,29.96,30.77,30.59,0.1799999999999997,0.59,8904.36,27592.615
,2025-11-20,30.71,30.85,30.11,30.11,30.77,-0.6600000000000001,-2.14,6607.56,20462.626
,2025-11-21,30.36,31.36,29.71,30.11,30.11,0.0,0.0,17859.72,55652.809
,2025-11-24,30.3,30.34,29.02,29.41,30.11,-0.6999999999999993,-2.32,12281.51,36890.844
,2025-11-25,29.71,29.91,29.04,29.62,29.41,0.2100000000000008,0.71,5631.93,17004.746
,2025-11-26,29.57,30.2,29.42,29.85,29.62,0.2300000000000004,0.78,6428.86,19555.072
,2025-11-27,29.81,30.05,29.42,29.44,29.85,-0.4100000000000001,-1.37,5531.85,16708.45
,2025-11-28,29.58,29.58,29.23,29.23,29.44,-0.2100000000000008,-0.71,4325.99,12710.538
,2025-12-01,29.28,29.99,29.28,29.96,29.23,0.7300000000000004,2.5,6816.56,20283.065
,2025-12-02,30.37,30.45,29.7,29.83,29.96,-0.1300000000000025,-0.43,6794.08,20444.468
,2025-12-03,29.98,29.98,29.08,29.21,29.83,-0.6199999999999974,-2.08,5059.21,14860.88
,2025-12-04,29.3,29.46,29.0,29.23,29.21,0.0199999999999995,0.07,4142.45,12097.317
,2025-12-05,29.09,29.39,28.81,29.21,29.23,-0.0199999999999995,-0.07,6682.53,19416.806
,2025-12-08,29.3,29.96,29.21,29.58,29.21,0.3699999999999974,1.27,7299.74,21627.961
,2025-12-09,29.58,29.58,28.98,29.01,29.58,-0.5699999999999967,-1.93,5365.61,15652.776
,2025-12-10,29.09,31.35,28.9,30.07,29.01,1.0599999999999987,3.65,22572.47,68486.382
,2025-12-11,30.59,32.57,30.0,31.75,30.07,1.6799999999999995,5.59,40661.0,128223.653
,2025-12-12,32.18,33.2,30.81,30.83,31.75,-0.9200000000000016,-2.9,31315.95,99547.475
,2025-12-15,30.5,31.47,30.5,31.0,30.83,0.1700000000000017,0.55,17340.55,53567.868
,2025-12-16,30.79,32.97,30.79,32.66,31.0,1.6599999999999966,5.35,33010.24,106134.123
,2025-12-17,32.66,33.1,31.53,31.84,32.66,-0.8199999999999967,-2.51,23867.52,76785.874
,2025-12-18,31.51,32.25,31.18,31.38,31.84,-0.4600000000000008,-1.44,14680.86,46313.625
,2025-12-19,31.14,31.73,31.03,31.24,31.38,-0.1400000000000005,-0.45,12172.67,38196.684
,2025-12-22,31.45,31.5,30.74,31.1,31.24,-0.139999999999997,-0.45,10853.93,33651.523
,2025-12-23,31.28,31.38,29.88,30.18,31.1,-0.9200000000000016,-2.96,14297.53,43538.808
,2025-12-24,30.16,30.18,29.0,30.08,30.18,-0.1000000000000014,-0.33,8551.28,25540.864
